date,time,address,offense,description,lat,lng
06/02/16,11:16 AM,51 N 39th St,Assault,Complainant pushed by unknown female,39.9582917,-75.1990771
09/22/17,6:35 PM,210 S 40th St,Aggravated assault,,39.9537915,-75.2030239
06/03/16,8:54 AM,4220 Walnut St,Assault,Complainant assaulted by ex-girlfriend,39.95447,-75.207774
09/22/17,6:35 PM,210 S 40th St,Aggravated assault,,39.9537915,-75.2030239
06/17/16,2:48 AM,3800 Sansom St,Assault,Complainant assaulted by known male/Arrest,39.954399,-75.1986399
8/10/17,12:41 PM,S. 41st St,Assault,,39.952682,-75.20546
06/19/16,5:08 PM,4105 Spruce St,Assault,Complainant assaulted by known person,39.9522311,-75.2059999
05/16/17,5:48 PM,506 S 42nd St,Assault,,39.9494658,-75.2074188
06/21/16,3:02 AM,4109 Walnut St,Assault,Complainant assaulted by ex-girlfriend,39.9548919,-75.2054696
8/5/17,12:32 PM,260 S. 44th St,Domestic Assault,,39.9533402,-75.2106119
06/21/16,3:51 AM,4109 Walnut St,Assault,Officer assaulted/Arrest,39.9548919,-75.2054696
06/01/17,2:19 PM,410 S 45th St,Assault,,39.9512829,-75.212789
06/30/16,4:23 PM,4000 Market St,Assault,Complainant struck by unknown females,39.956945,-75.2021605
7/24/17,1:19 PM,120 S 45th St,Aggravated assault/ Arrest,,39.9562219,-75.211761
07/05/16,4:27 PM,4220 Chestnut St,Assault,Male struck in face,39.9559475,-75.2068434
07/05/17,12:35 AM,910 S. 46th St.,Aggravated Assault,,39.9483594,-75.2148076
07/10/16,9:00 AM,3400 Spruce St,Assault,Complainant punched by known male,39.9500798,-75.1939906
7/14/17,10:44 PM,1000 S. 46th St,Domestic Assault/ Arrest,,39.9478801,-75.2138596
07/21/16,8:05 PM,3800 Spruce St,Assault,Complainant assaulted by unknown person,39.9499163,-75.200148
8/5/17,12:30 AM,16 S 46th St,Aggravated assault,,39.9580556,-75.2133326
07/23/16,11:20 PM,3813 Chestnut St,Assault,Complainant struck by female,39.9553957,-75.1986337
09/04/17,6:29 PM,241 S 46th St,Domestic assault/ Arrest,,39.954037,-75.21366
07/27/16,8:09 PM,119 S 39th St,Assault,Complainant punched by known offender,39.9544323,-75.1998781
09/18/17,3:18 PM,241 S 46th St,Aggravated assault,,39.954037,-75.21366
07/29/16,6:58 PM,4000 Ludlow St,Assault,Complainant assaulted by known offenders/Arrest,39.9563819,-75.2024446
09/22/17,6:28 PM,46th & Pine Sts,Indecent assault,,39.9520669,-75.2143729
08/13/16,12:32 AM,4200 Spruce St,Assault,Complainant assaulted by boyfriend/Arrest,39.9519876,-75.2072057
08/20/17,12:38 AM,S. 47th & Locust St,Assault,,39.9545875,-75.215865
08/17/16,2:28 PM,4111 Walnut St,Assault,Male harassing complainant,39.9549183,-75.2056979
06/04/17,3:06 PM,48th & Pine Sts,Domestic assault/arrest,,39.952553,-75.218347
08/18/16,6:29 PM,3260 South St,Other Assault,Complainant threatened by ex-boyfriend,39.9494018,-75.1916007
06/20/17,12:37 AM,48th & Walnut St,Aggravated assault,,39.9559913,-75.2176461
08/23/16,11:08 PM,3900 Ludlow St,Assault,Complainant shot by unknown male,39.9561007,-75.1998045
8/1/17,11:56 AM,1100 S. 48th St,Other Assault,,39.9449329,-75.2153905
08/25/16,9:32 AM,100 S 38th St,Assault,Complainant pushed from bike,39.9540976,-75.1988448
09/18/17,12:00 PM,48th & Market Sts,Domestic assault,,39.9589798,-75.2170154
10/04/16,12:18 AM,4000 Spruce St,Assault,Complainant assaulted by known female,39.9514918,-75.2032097
09/30/16,2:53 PM,4249 Walnut St,Assault,Complainant struck by patron,39.955089,-75.2084579
10/07/16,2:00 PM,4001 Walnut St,Assault,Complainant struck in the face by unknown male,39.9543603,-75.2028254
06/03/16,8:54 AM,4220 Walnut St,Assault,Complainant assaulted by ex-girlfriend,39.95447,-75.207774
10/07/16,7:21 PM,3900 Market St,Assault,Complainant shot and stabbed,39.956556,-75.200883
06/21/16,3:02 AM,4109 Walnut St,Assault,Complainant assaulted by ex-girlfriend,39.9548919,-75.2054696
10/09/16,1:13 PM,51 N 39th St,Assault,Complainant assaulted by medics,39.9582917,-75.1990771
06/21/16,3:51 AM,4109 Walnut St,Assault,Officer assaulted/Arrest,39.9548919,-75.2054696
10/16/16,12:40 AM,4012 Walnut St,Assault,Complainant struck by boyfriend/Arrest,39.9538571,-75.2032469
08/17/16,2:28 PM,4111 Walnut St,Assault,Male harassing complainant,39.9549183,-75.2056979
10/16/16,1:22 AM,3800 Walnut St,Assault,Complainant assaulted by boyfriend/Arrest,39.9536457,-75.1987871
10/07/16,2:00 PM,4001 Walnut St,Assault,Complainant struck in the face by unknown male,39.9543603,-75.2028254
10/16/16,5:40 PM,4100 Spruce St,Assault,Complainant struck in head with binder/Arrest,39.951825,-75.205824
10/16/16,12:40 AM,4012 Walnut St,Assault,Complainant struck by boyfriend/Arrest,39.9538571,-75.2032469
10/30/16,2:47 PM,4000 Walnut St,Assault,Complainant struck in face,39.9540855,-75.202628
10/16/16,1:22 AM,3800 Walnut St,Assault,Complainant assaulted by boyfriend/Arrest,39.9536457,-75.1987871
11/08/16,5:57 AM,3800 Walnut St,Assault,Complainant assaulted by known male,39.9536457,-75.1987871
10/30/16,2:47 PM,4000 Walnut St,Assault,Complainant struck in face,39.9540855,-75.202628
11/09/16,5:48 PM,3200 South St,Other Assault,Complainant threatened by unknown male,39.948879,-75.1896805
11/08/16,5:57 AM,3800 Walnut St,Assault,Complainant assaulted by known male,39.9536457,-75.1987871
11/11/16,7:33 PM,3609 Locust Walk,Other Assault,Threatening messages received,39.9522525,-75.1954569
11/22/16,2:31 PM,4012 Walnut St,Assault,Complainant choked by unknown male,39.9538571,-75.2032469
11/15/16,9:00 PM,4016 Market St,Assault,Complainant assaulted by known offender/Arrest,39.9570242,-75.2027524
12/13/16,6:43 PM,3680 Walnut St,Assault,Complainant grabbed by the neck,39.9529547,-75.1964637
11/16/16,10:13 PM,3800 Spruce St,Assault,Complainant assaulted and vehicle vandalized/Arrest,39.9499163,-75.200148
2/21/2017,5:38 AM,4001 Walnut St,Assault,Complainant threatened by male,39.9543603,-75.2028254
11/18/16,12:00 PM,3800 Locust Walk,Other Assault,Threats made to complainant,39.9519487,-75.1994803
4/21/17,8:32 PM,4043 Walnut St,Assault,Male struck in face,39.9546123,-75.2046679
11/19/16,3:30 AM,4145 Chestnut St,Assault,Offender struck complainant,39.9563712,-75.2061225
4/23/17,3:22 AM,4001 Walnut St,Assault,Complainant choked by known male,39.9543603,-75.2028254
11/22/16,2:31 PM,4012 Walnut St,Assault,Complainant choked by unknown male,39.9538571,-75.2032469
05/21/17,3:18 PM,4632 Walnut St,Aggravated Assault/Arrest,,39.9554706,-75.2150322
11/25/16,1:03 PM,4038 Locust St,Assault,Male punched several times by known person,39.952954,-75.204557
06/20/17,12:37 AM,48th & Walnut St,Aggravated assault,,39.9559913,-75.2176461
12/10/16,8:18 PM,3900 Chestnut St,Assault,Complainant assaulted by domestic partner,39.954973,-75.200315
7/23/17,2:10 PM,4500 Walnut St,Assault,,39.9549907,-75.2118626
12/13/16,6:43 PM,3680 Walnut St,Assault,Complainant grabbed by the neck,39.9529547,-75.1964637
7/25/17,10:44 AM,2900 Walnut St,Assault,,39.951663,-75.182807
12/14/16,1:18 AM,3850 Spruce St,Other Assault,Complainant threatened by offender,39.9510544,-75.199918
7/27/17,6:41 PM,4628 Walnut St,Domestic Assault,,39.9554561,-75.2149174
12/17/16,12:44 AM,3900 Market St,Assault,Complainant assaulted by domestic partner,39.956556,-75.200883
7/28/17,1:11 AM,3935 Walnut St,Assault,,39.9543542,-75.2023511
12/22/16,4:12 PM,51 N 39th St,Assault,Complainant assaulted by known male,39.9582917,-75.1990771
8/1/17,7:46 PM,3925 Walnut St,Domestic Assault,,39.9542356,-75.2011919
12/23/16,8:34 AM,51 N 39th St,Assault,Complainant struck and bit by known person,39.9582917,-75.1990771
08/22/17,4:08 PM,4000 Walnut St,Assault,Offender arrested for attempted assault,39.9540855,-75.202628
12/23/16,10:43 AM,3600 Sansom St,Assault,Complainant assaulted by known person,39.9536985,-75.1956009
08/22/17,4:08 PM,4000 Walnut St,Assault,Offender arrested for attempted assault,39.9540855,-75.202628
12/23/16,2:30 PM,3900 Market St,Assault,Male assaulted by unknown Umber driver,39.956556,-75.200883
09/07/17,3:34 PM,4526 Walnut St,Assault,,39.9552607,-75.2129884
01/08/17,12:52 PM,3900 Market St,Assault,Complainant assaulted by unknown offender/Arrest,39.956556,-75.200883
09/11/17,10:20 PM,4636 Walnut St,Domestic Assault/ Arrest,,39.9554804,-75.215109
01/10/2017,11:00 AM,3900 Delancey St,Assault,Complainant struck by male/Arrest,39.9499109,-75.2000152
09/13/17,6:13 PM,4601 Walnut St,Assault,,39.9557442,-75.2141161
01/11/2017,6:22 PM,3180 Chestnut St,Assault,Complainant threatened by male with gun,39.9535444,-75.1872192
09/24/16,12:22 PM,3744 Spruce St,Assault,Complainant struck by ex-employee,39.9510492,-75.1990273
01/15/2017,4:22 AM,51 N 39th St,Other Assault,Threats received via text and Facebook,39.9582917,-75.1990771
05/28/16,12:57 PM,3700 Spruce St,Assault,Complainant struck in mouth,39.9508969,-75.1973016
01/20/17,12:29 PM,3400 Spruce St,Assault,Complainant grabbed by unknown male,39.9500798,-75.1939906
06/19/16,5:08 PM,4105 Spruce St,Assault,Complainant assaulted by known person,39.9522311,-75.2059999
01/27/17,6:34 PM,220 S. 40th St,Assault,Unknown male threw item at complainant,39.9534914,-75.2029562
07/10/16,9:00 AM,3400 Spruce St,Assault,Complainant punched by known male,39.9500798,-75.1939906
01/31/17,3:11 PM,3400 Market St,Assault,Complainant punched in the back several times,39.95558,-75.193029
07/21/16,8:05 PM,3800 Spruce St,Assault,Complainant assaulted by unknown person,39.9499163,-75.200148
01/31/17,6:22 PM,220 S 40th St,Assault,Complainant punched in chest,39.9534914,-75.2029562
08/13/16,12:32 AM,4200 Spruce St,Assault,Complainant assaulted by boyfriend/Arrest,39.9519876,-75.2072057
01/31/17,7:47 PM,3535 Market St,Assault,Complainant punched in the chest,39.9563664,-75.1937554
10/04/16,12:18 AM,4000 Spruce St,Assault,Complainant assaulted by known female,39.9514918,-75.2032097
02/05/17,4:29 PM,3400 Spruce St,Other Assault,Patient threatened complainant,39.9500798,-75.1939906
10/16/16,5:40 PM,4100 Spruce St,Assault,Complainant struck in head with binder/Arrest,39.951825,-75.205824
02/08/17,4:07 PM,51 N 39th St,Assault,Security officer assaulted/Arrest,39.9582917,-75.1990771
11/16/16,10:13 PM,3800 Spruce St,Assault,Complainant assaulted and vehicle vandalized/Arrest,39.9499163,-75.200148
02/08/17,5:25 PM,3400 Spruce St,Assault/Dating,Offender choked complainant,39.9500798,-75.1939906
12/14/16,1:18 AM,3850 Spruce St,Other Assault,Complainant threatened by offender,39.9510544,-75.199918
02/18/17,10:09 PM,3400 Spruce St,Other Assault,Complainant receiving threatening texts,39.9500798,-75.1939906
01/20/17,12:29 PM,3400 Spruce St,Assault,Complainant grabbed by unknown male,39.9500798,-75.1939906
02/19/17,7:04 AM,3400 Spruce St,Other Assault,Male made threats by phone,39.9500798,-75.1939906
02/05/17,4:29 PM,3400 Spruce St,Other Assault,Patient threatened complainant,39.9500798,-75.1939906
2/21/2017,5:38 AM,4001 Walnut St,Assault,Complainant threatened by male,39.9543603,-75.2028254
02/08/17,5:25 PM,3400 Spruce St,Assault/Dating,Offender choked complainant,39.9500798,-75.1939906
2/22/2017,10:42 PM,4000 Sansom St,Assault,Operator attempted to strike complainant/Arrest,39.9548782,-75.2024439
02/18/17,10:09 PM,3400 Spruce St,Other Assault,Complainant receiving threatening texts,39.9500798,-75.1939906
03/07/2017,2:38 AM,3400 Civic Center Blvd,Other Assault,Unwanted text messages received,39.9477563,-75.1925357
02/19/17,7:04 AM,3400 Spruce St,Other Assault,Male made threats by phone,39.9500798,-75.1939906
03/09/2017,6:40 PM,220 S 40th St,Assault,Complainant assaulted by unknown juvenile male,39.9534914,-75.2029562
4/12/2017,2:25 PM,4006 Spruce St,Assault,Complainant being followed by male,39.951546,-75.2034185
3/14/2017,1:04 AM,51 N 39th St,Assault,Offender struck complainant in the face/Arrest,39.9582917,-75.1990771
4/29/17,3:06 AM,3744 Spruce St,Assault,Officer hit by offender/Arrest,39.9510492,-75.1990273
3/14/2017,2:57 PM,3604 Chestnut St,Assault,Offender struck complainant in the face/Arrest,39.9545349,-75.1948936
05/13/17,8:43 AM,4931 Spruce St.,Domestic Assault,,39.9543122,-75.2214997
4/12/2017,2:25 PM,4006 Spruce St,Assault,Complainant being followed by male,39.951546,-75.2034185
7/27/17,8:52 AM,3400 Spruce St,Indecent Assault,,39.9500798,-75.1939906
4/16/2017,3:19 AM,4100 Pine St,Assault,Officer assaulted by suspect/Arrest,39.950767,-75.206057
08/14/17,7:06 PM,4000 Spruce St,Domestic assault/ Arrest,,39.9514918,-75.2032097
4/16/2017,3:20 AM,4100 Pine St,Assault,Officer assaulted by offender/Arrest,39.950767,-75.206057
08/15/17,8:40 PM,3400 Spruce St,Domestic assault/ Arrest,,39.9500798,-75.1939906
4/21/17,8:32 PM,4043 Walnut St,Assault,Male struck in face,39.9546123,-75.2046679
08/25/17,12:26 PM,3400 Spruce St,Other assault,Harassing calls received,39.9500798,-75.1939906
4/22/17,9:12 PM,231 S 34th St,Assault,Bike taken from bike rack/Arrest,39.950738,-75.19219
09/02/17,3:42 AM,3700 Spruce St,Indecent Assault,,39.9508969,-75.1973016
4/23/17,3:22 AM,4001 Walnut St,Assault,Complainant choked by known male,39.9543603,-75.2028254
09/02/17,8:29 PM,3400 Spruce St,Assault,,39.9500798,-75.1939906
4/29/17,3:06 AM,3744 Spruce St,Assault,Officer hit by offender/Arrest,39.9510492,-75.1990273
09/16/17,2:28 AM,4312 Spruce St,Indecent Assault,,39.952286,-75.2098369
05/04/17,11:04 PM,3900 Baltimore Ave,Assault,Offender grabbed and punched complainant,39.9499827,-75.2016692
09/04/2016,10:25 PM,2930 Chestnut St,Assault,Complainant assaulted by boyfriend,39.9526613,-75.1833641
05/07/17,7:58 PM,4039 Chestnut St,Assault,Male assaulted by offender/Arrest,39.9562842,-75.2042307
05/04/16,11:22 PM,3300 Chestnut St,Assault,Complainant assaulted by ex-boyfriend,39.953067,-75.190902
05/11/17,8:21 AM,4901 Chestnut,Assault,,39.9585566,-75.2197478
07/05/16,4:27 PM,4220 Chestnut St,Assault,Male struck in face,39.9559475,-75.2068434
05/11/17,9:21 AM,3600 Civic Center Blvd.,Indecent Assault,,39.9476102,-75.1926512
07/23/16,11:20 PM,3813 Chestnut St,Assault,Complainant struck by female,39.9553957,-75.1986337
05/13/17,8:43 AM,4931 Spruce St.,Domestic Assault,,39.9543122,-75.2214997
11/19/16,3:30 AM,4145 Chestnut St,Assault,Offender struck complainant,39.9563712,-75.2061225
05/14/17,6:15 AM,1333 S 49h St.,Assault,,39.9412964,-75.2128009
12/10/16,8:18 PM,3900 Chestnut St,Assault,Complainant assaulted by domestic partner,39.954973,-75.200315
05/15/17,12:47 AM,4200 Regent Sq,Aggravated Assault,,39.9475707,-75.2070359
01/11/2017,6:22 PM,3180 Chestnut St,Assault,Complainant threatened by male with gun,39.9535444,-75.1872192
05/16/17,5:48 PM,506 S 42nd St,Assault,,39.9494658,-75.2074188
3/14/2017,2:57 PM,3604 Chestnut St,Assault,Offender struck complainant in the face/Arrest,39.9545349,-75.1948936
05/18/17,12:59 PM,4300 Ludlow St,Aggravated Assault,,39.9571468,-75.2083094
05/07/17,7:58 PM,4039 Chestnut St,Assault,Male assaulted by offender/Arrest,39.9562842,-75.2042307
05/20/17,10:08 PM,2970 Market St,Indecent Assault,,39.9538825,-75.1825869
05/11/17,8:21 AM,4901 Chestnut,Assault,,39.9585566,-75.2197478
05/21/17,3:18 PM,4632 Walnut St,Aggravated Assault/Arrest,,39.9554706,-75.2150322
06/19/17,3:30 PM,4000 Chestnut St,Indecent assault,,39.955414,-75.2024315
05/30/17,7:52 AM,40th & Sansom,Aggravated assault/unfounded per investigation,,39.9548764,-75.202428
06/21/17,11:49 AM,3737 Chestnut St,Assault,,39.955369,-75.1980204
05/31/17,3:21 AM,4542 Sansom St,Assault,,39.955997,-75.212931
06/21/17,4:24 PM,3609 Chestnut St,Assault,,39.9549064,-75.1950454
05/31/17,11:57 AM,3440 Market St,Simple Assault/arrest,,39.9556557,-75.1923568
07/05/17,5:26 AM,4414 Chestnut St.,Aggravated Assault,,39.956376,-75.210436
06/01/17,2:19 PM,410 S 45th St,Assault,,39.9512829,-75.212789
8/8/17,4:01 PM,2900 Chestnut Street,Assault,,39.9522033,-75.1822642
06/04/17,3:06 PM,48th & Pine Sts,Domestic assault/arrest,,39.952553,-75.218347
7/25/17,8:40 PM,4301 Chestnut St,Assault,,39.9567626,-75.2088355
06/19/17,3:30 PM,4000 Chestnut St,Indecent assault,,39.955414,-75.2024315
7/28/17,11:44 AM,3000 Chestnut St,Assault,,39.9531606,-75.184465
06/20/17,12:37 AM,48th & Walnut St,Aggravated assault,,39.9559913,-75.2176461
09/03/17,11:33 PM,4040 Chestnut St,Aggravated Assault/ Arrest,,39.9555233,-75.203665
06/21/17,11:49 AM,3737 Chestnut St,Assault,,39.955369,-75.1980204
8/31/2016,9:05 PM,3948 Market St,Other Assault,Complainant threatened by known male,39.9567151,-75.2011233
06/21/17,4:24 PM,3609 Chestnut St,Assault,,39.9549064,-75.1950454
09/10/16,4:19 PM,3948 Market St,Assault,Complainant assaulted by boyfriend,39.9567151,-75.2011233
06/22/17,10:25 AM,3913 Ludlow Street,Assault,,39.9563115,-75.2004932
06/30/16,4:23 PM,4000 Market St,Assault,Complainant struck by unknown females,39.956945,-75.2021605
06/22/17,11:47 AM,3800 Baltimore Ave,Assault,,39.9499827,-75.2016692
10/07/16,7:21 PM,3900 Market St,Assault,Complainant shot and stabbed,39.956556,-75.200883
06/22/17,2:22 PM,4418 Market Street,Aggravated assault/Arrest,,39.9578987,-75.2102094
11/15/16,9:00 PM,4016 Market St,Assault,Complainant assaulted by known offender/Arrest,39.9570242,-75.2027524
06/22/17,3:44 PM,4418 Market Street,Aggravated assault /Arrest,,39.9578987,-75.2102094
12/17/16,12:44 AM,3900 Market St,Assault,Complainant assaulted by domestic partner,39.956556,-75.200883
07/05/17,12:35 AM,910 S. 46th St.,Aggravated Assault,,39.9483594,-75.2148076
12/23/16,2:30 PM,3900 Market St,Assault,Male assaulted by unknown Umber driver,39.956556,-75.200883
07/05/17,5:26 AM,4414 Chestnut St.,Aggravated Assault,,39.956376,-75.210436
01/08/17,12:52 PM,3900 Market St,Assault,Complainant assaulted by unknown offender/Arrest,39.956556,-75.200883
07/07/17,8:34 PM,4831 Baltimore Avenue,Aggravated Assault/Arrest,,39.9484242,-75.2206969
01/31/17,3:11 PM,3400 Market St,Assault,Complainant punched in the back several times,39.95558,-75.193029
7/10/17,4:55 PM,4201 Baltimore Ave,Assault,,39.9497924,-75.2072388
01/31/17,7:47 PM,3535 Market St,Assault,Complainant punched in the chest,39.9563664,-75.1937554
7/14/17,10:44 PM,1000 S. 46th St,Domestic Assault/ Arrest,,39.9478801,-75.2138596
05/20/17,10:08 PM,2970 Market St,Indecent Assault,,39.9538825,-75.1825869
7/23/17,2:10 PM,4500 Walnut St,Assault,,39.9549907,-75.2118626
05/31/17,11:57 AM,3440 Market St,Simple Assault/arrest,,39.9556557,-75.1923568
8/8/17,4:01 PM,2900 Chestnut Street,Assault,,39.9522033,-75.1822642
06/22/17,2:22 PM,4418 Market Street,Aggravated assault/Arrest,,39.9578987,-75.2102094
8/10/17,12:41 PM,S. 41st St,Assault,,39.952682,-75.20546
06/22/17,3:44 PM,4418 Market Street,Aggravated assault /Arrest,,39.9578987,-75.2102094
8/12/17,12:43 AM,3990 Market St,Assault,,39.9567821,-75.2018164
8/12/17,12:43 AM,3990 Market St,Assault,,39.9567821,-75.2018164
8/12/17,12:00 PM,600 University Ave,Assault,,39.9441048,-75.1986187
08/14/17,12:29 PM,3950 Market St,Assault,,39.9567156,-75.2011277
7/24/17,1:19 PM,120 S 45th St,Aggravated assault/ Arrest,,39.9562219,-75.211761
09/18/17,12:00 PM,48th & Market Sts,Domestic assault,,39.9589798,-75.2170154
7/25/17,10:44 AM,2900 Walnut St,Assault,,39.951663,-75.182807
09/21/17,7:18 PM,30th & Market Sts,Domestic assault,,39.954841,-75.1832609
7/25/17,8:40 PM,4301 Chestnut St,Assault,,39.9567626,-75.2088355
05/05/16,8:22 PM,4118 Baltimore St,Assault,Complainant punched by known male,39.949174,-75.206118
7/27/17,8:52 AM,3400 Spruce St,Indecent Assault,,39.9500798,-75.1939906
05/05/16,10:10 PM,4033 Baltimore St,Assault,Complainant assaulted by known male,39.9499981,-75.204627
7/27/17,6:41 PM,4628 Walnut St,Domestic Assault,,39.9554561,-75.2149174
05/04/17,11:04 PM,3900 Baltimore Ave,Assault,Offender grabbed and punched complainant,39.9499827,-75.2016692
7/28/17,1:11 AM,3935 Walnut St,Assault,,39.9543542,-75.2023511
06/22/17,11:47 AM,3800 Baltimore Ave,Assault,,39.9499827,-75.2016692
7/28/17,11:44 AM,3000 Chestnut St,Assault,,39.9531606,-75.184465
07/07/17,8:34 PM,4831 Baltimore Avenue,Aggravated Assault/Arrest,,39.9484242,-75.2206969
7/28/17,2:09 PM,600 University Ave,Assault/ Arrest,,39.9441048,-75.1986187
7/10/17,4:55 PM,4201 Baltimore Ave,Assault,,39.9497924,-75.2072388
7/29/17,4:35 PM,Unit blk of 40th St,Assault,,39.9536292,-75.202682
8/5/17,11:50 AM,4600 Baltimore Ave,Assault,,39.9486496,-75.2149722
7/30/17,6:02 AM,4255 Sansom St,Domestic Assault,,39.9557479,-75.2080515
4/16/2017,3:19 AM,4100 Pine St,Assault,Officer assaulted by suspect/Arrest,39.950767,-75.206057
8/1/17,11:56 AM,1100 S. 48th St,Other Assault,,39.9449329,-75.2153905
4/16/2017,3:20 AM,4100 Pine St,Assault,Officer assaulted by offender/Arrest,39.950767,-75.206057
8/1/17,7:46 PM,3925 Walnut St,Domestic Assault,,39.9542356,-75.2011919
06/04/17,3:06 PM,48th & Pine Sts,Domestic assault/arrest,,39.952553,-75.218347
8/5/17,12:30 AM,16 S 46th St,Aggravated assault,,39.9580556,-75.2133326
09/22/17,6:28 PM,46th & Pine Sts,Indecent assault,,39.9520669,-75.2143729
8/5/17,11:50 AM,4600 Baltimore Ave,Assault,,39.9486496,-75.2149722
05/13/16,8:22 PM,600 University Ave,Assault,Windshield broken by spike/Arrest,39.9441048,-75.1986187
8/5/17,12:32 PM,260 S. 44th St,Domestic Assault,,39.9533402,-75.2106119
05/13/16,8:22 PM,600 University Ave,Assault,Spike thrown at windshield/Arrest,39.9441048,-75.1986187
08/14/17,12:29 PM,3950 Market St,Assault,,39.9567156,-75.2011277
05/13/16,8:22 PM,600 University Ave,Assault,Spike thrown at windshield/Arrest,39.9441048,-75.1986187
08/14/17,7:06 PM,4000 Spruce St,Domestic assault/ Arrest,,39.9514918,-75.2032097
05/13/16,9:29 PM,600 University Ave,Assault,Spike thrown at roof of auto/Arrest,39.9441048,-75.1986187
08/15/17,8:40 PM,3400 Spruce St,Domestic assault/ Arrest,,39.9500798,-75.1939906
8/12/17,12:00 PM,600 University Ave,Assault,,39.9441048,-75.1986187
08/20/17,12:38 AM,S. 47th & Locust St,Assault,,39.9545875,-75.215865
7/28/17,2:09 PM,600 University Ave,Assault/ Arrest,,39.9441048,-75.1986187
08/20/17,4:04 AM,S. 38th & Ludlow St,Assault,,39.9558893,-75.1981487
